case,kind,history,policy,eligible,collateral,recovered,changed,status
1168,create,0330,field,False,False,False,False,missing
1168,create,0330,undoscope,False,False,False,False,missing
1168,create,0330,deny,False,False,False,False,denied
1169,create,0331,snapshot,False,False,False,False,missing
1169,create,0331,mapped,False,False,False,False,missing
1169,create,0331,value,False,False,False,False,missing
1169,create,0331,object,False,False,False,False,missing
1169,create,0331,field,False,False,False,False,missing
1169,create,0331,undoscope,False,False,False,False,missing
1169,create,0331,deny,False,False,False,False,denied
1170,create,0332,snapshot,False,False,False,False,incarnation_conflict
1170,create,0332,mapped,False,False,False,False,incarnation_conflict
1170,create,0332,value,False,False,False,False,incarnation_conflict
1170,create,0332,object,False,False,False,False,incarnation_conflict
1170,create,0332,field,False,False,False,False,incarnation_conflict
1170,create,0332,undoscope,False,False,False,False,incarnation_conflict
1170,create,0332,deny,False,False,False,False,denied
1171,create,0333,snapshot,False,False,False,False,missing
1171,create,0333,mapped,False,False,False,False,missing
1171,create,0333,value,False,False,False,False,missing
1171,create,0333,object,False,False,False,False,missing
1171,create,0333,field,False,False,False,False,missing
1171,create,0333,undoscope,False,False,False,False,missing
1171,create,0333,deny,False,False,False,False,denied
1172,create,1000,snapshot,False,True,False,True,compensated
1172,create,1000,mapped,False,True,False,True,compensated
1172,create,1000,value,False,False,False,False,conflict
1172,create,1000,object,False,False,False,False,conflict
1172,create,1000,field,False,False,False,False,conflict
1172,create,1000,undoscope,False,False,False,False,conflict
1172,create,1000,deny,False,False,False,False,denied
1173,create,1001,snapshot,False,True,False,True,compensated
1173,create,1001,mapped,False,True,False,True,compensated
1173,create,1001,value,False,False,False,False,conflict
1173,create,1001,object,False,False,False,False,conflict
1173,create,1001,field,False,False,False,False,conflict
1173,create,1001,undoscope,False,False,False,False,conflict
1173,create,1001,deny,False,False,False,False,denied
1174,create,1002,snapshot,False,False,False,False,incarnation_conflict
1174,create,1002,mapped,False,False,False,False,incarnation_conflict
1174,create,1002,value,False,False,False,False,incarnation_conflict
1174,create,1002,object,False,False,False,False,incarnation_conflict
1174,create,1002,field,False,False,False,False,incarnation_conflict
1174,create,1002,undoscope,False,False,False,False,incarnation_conflict
1174,create,1002,deny,False,False,False,False,denied
1175,create,1003,snapshot,False,False,False,False,missing
1175,create,1003,mapped,False,False,False,False,missing
1175,create,1003,value,False,False,False,False,missing
1175,create,1003,object,False,False,False,False,missing
1175,create,1003,field,False,False,False,False,missing
1175,create,1003,undoscope,False,False,False,False,missing
1175,create,1003,deny,False,False,False,False,denied
1176,create,1010,snapshot,False,True,False,True,compensated
1176,create,1010,mapped,False,True,False,True,compensated
1176,create,1010,value,False,False,False,False,conflict
1176,create,1010,object,False,False,False,False,conflict
1176,create,1010,field,False,False,False,False,conflict
1176,create,1010,undoscope,False,False,False,False,conflict
1176,create,1010,deny,False,False,False,False,denied
1177,create,1011,snapshot,False,True,False,True,compensated
1177,create,1011,mapped,False,True,False,True,compensated
1177,create,1011,value,False,False,False,False,conflict
1177,create,1011,object,False,False,False,False,conflict
1177,create,1011,field,False,False,False,False,conflict
1177,create,1011,undoscope,False,False,False,False,conflict
1177,create,1011,deny,False,False,False,False,denied
1178,create,1012,snapshot,False,False,False,False,incarnation_conflict
1178,create,1012,mapped,False,False,False,False,incarnation_conflict
1178,create,1012,value,False,False,False,False,incarnation_conflict
1178,create,1012,object,False,False,False,False,incarnation_conflict
1178,create,1012,field,False,False,False,False,incarnation_conflict
1178,create,1012,undoscope,False,False,False,False,incarnation_conflict
1178,create,1012,deny,False,False,False,False,denied
1179,create,1013,snapshot,False,False,False,False,missing
1179,create,1013,mapped,False,False,False,False,missing
1179,create,1013,value,False,False,False,False,missing
1179,create,1013,object,False,False,False,False,missing
1179,create,1013,field,False,False,False,False,missing
1179,create,1013,undoscope,False,False,False,False,missing
1179,create,1013,deny,False,False,False,False,denied
1180,create,1020,snapshot,False,False,False,False,incarnation_conflict
1180,create,1020,mapped,False,False,False,False,incarnation_conflict
1180,create,1020,value,False,False,False,False,incarnation_conflict
1180,create,1020,object,False,False,False,False,incarnation_conflict
1180,create,1020,field,False,False,False,False,incarnation_conflict
1180,create,1020,undoscope,False,False,False,False,incarnation_conflict
1180,create,1020,deny,False,False,False,False,denied
1181,create,1021,snapshot,False,False,False,False,incarnation_conflict
1181,create,1021,mapped,False,False,False,False,incarnation_conflict
1181,create,1021,value,False,False,False,False,incarnation_conflict
1181,create,1021,object,False,False,False,False,incarnation_conflict
1181,create,1021,field,False,False,False,False,incarnation_conflict
1181,create,1021,undoscope,False,False,False,False,incarnation_conflict
1181,create,1021,deny,False,False,False,False,denied
1182,create,1022,snapshot,False,False,False,False,incarnation_conflict
1182,create,1022,mapped,False,False,False,False,incarnation_conflict
1182,create,1022,value,False,False,False,False,incarnation_conflict
1182,create,1022,object,False,False,False,False,incarnation_conflict
1182,create,1022,field,False,False,False,False,incarnation_conflict
1182,create,1022,undoscope,False,False,False,False,incarnation_conflict
1182,create,1022,deny,False,False,False,False,denied
1183,create,1023,snapshot,False,False,False,False,missing
1183,create,1023,mapped,False,False,False,False,missing
1183,create,1023,value,False,False,False,False,missing
1183,create,1023,object,False,False,False,False,missing
1183,create,1023,field,False,False,False,False,missing
1183,create,1023,undoscope,False,False,False,False,missing
1183,create,1023,deny,False,False,False,False,denied
1184,create,1030,snapshot,False,False,False,False,missing
1184,create,1030,mapped,False,False,False,False,missing
1184,create,1030,value,False,False,False,False,missing
1184,create,1030,object,False,False,False,False,missing
1184,create,1030,field,False,False,False,False,missing
1184,create,1030,undoscope,False,False,False,False,missing
1184,create,1030,deny,False,False,False,False,denied
1185,create,1031,snapshot,False,False,False,False,missing
1185,create,1031,mapped,False,False,False,False,missing
1185,create,1031,value,False,False,False,False,missing
1185,create,1031,object,False,False,False,False,missing
1185,create,1031,field,False,False,False,False,missing
1185,create,1031,undoscope,False,False,False,False,missing
1185,create,1031,deny,False,False,False,False,denied
1186,create,1032,snapshot,False,False,False,False,incarnation_conflict
1186,create,1032,mapped,False,False,False,False,incarnation_conflict
1186,create,1032,value,False,False,False,False,incarnation_conflict
1186,create,1032,object,False,False,False,False,incarnation_conflict
1186,create,1032,field,False,False,False,False,incarnation_conflict
1186,create,1032,undoscope,False,False,False,False,incarnation_conflict
1186,create,1032,deny,False,False,False,False,denied
1187,create,1033,snapshot,False,False,False,False,missing
1187,create,1033,mapped,False,False,False,False,missing
1187,create,1033,value,False,False,False,False,missing
1187,create,1033,object,False,False,False,False,missing
1187,create,1033,field,False,False,False,False,missing
1187,create,1033,undoscope,False,False,False,False,missing
1187,create,1033,deny,False,False,False,False,denied
1188,create,1100,snapshot,False,True,False,True,compensated
1188,create,1100,mapped,False,True,False,True,compensated
1188,create,1100,value,False,False,False,False,conflict
1188,create,1100,object,False,False,False,False,conflict
1188,create,1100,field,False,False,False,False,conflict
1188,create,1100,undoscope,False,False,False,False,conflict
1188,create,1100,deny,False,False,False,False,denied
1189,create,1101,snapshot,False,True,False,True,compensated
1189,create,1101,mapped,False,True,False,True,compensated
1189,create,1101,value,False,False,False,False,conflict
1189,create,1101,object,False,False,False,False,conflict
1189,create,1101,field,False,False,False,False,conflict
1189,create,1101,undoscope,False,False,False,False,conflict
1189,create,1101,deny,False,False,False,False,denied
1190,create,1102,snapshot,False,False,False,False,incarnation_conflict
1190,create,1102,mapped,False,False,False,False,incarnation_conflict
1190,create,1102,value,False,False,False,False,incarnation_conflict
1190,create,1102,object,False,False,False,False,incarnation_conflict
1190,create,1102,field,False,False,False,False,incarnation_conflict
1190,create,1102,undoscope,False,False,False,False,incarnation_conflict
1190,create,1102,deny,False,False,False,False,denied
1191,create,1103,snapshot,False,False,False,False,missing
1191,create,1103,mapped,False,False,False,False,missing
1191,create,1103,value,False,False,False,False,missing
1191,create,1103,object,False,False,False,False,missing
1191,create,1103,field,False,False,False,False,missing
1191,create,1103,undoscope,False,False,False,False,missing
1191,create,1103,deny,False,False,False,False,denied
1192,create,1110,snapshot,False,True,False,True,compensated
1192,create,1110,mapped,False,True,False,True,compensated
1192,create,1110,value,False,False,False,False,conflict
1192,create,1110,object,False,False,False,False,conflict
1192,create,1110,field,False,False,False,False,conflict
1192,create,1110,undoscope,False,False,False,False,conflict
1192,create,1110,deny,False,False,False,False,denied
1193,create,1111,snapshot,False,True,False,True,compensated
1193,create,1111,mapped,False,True,False,True,compensated
1193,create,1111,value,False,True,False,True,compensated
1193,create,1111,object,False,False,False,False,conflict
1193,create,1111,field,False,False,False,False,conflict
1193,create,1111,undoscope,False,False,False,False,conflict
1193,create,1111,deny,False,False,False,False,denied
1194,create,1112,snapshot,False,False,False,False,incarnation_conflict
1194,create,1112,mapped,False,False,False,False,incarnation_conflict
1194,create,1112,value,False,False,False,False,incarnation_conflict
1194,create,1112,object,False,False,False,False,incarnation_conflict
1194,create,1112,field,False,False,False,False,incarnation_conflict
1194,create,1112,undoscope,False,False,False,False,incarnation_conflict
1194,create,1112,deny,False,False,False,False,denied
1195,create,1113,snapshot,False,False,False,False,missing
1195,create,1113,mapped,False,False,False,False,missing
1195,create,1113,value,False,False,False,False,missing
1195,create,1113,object,False,False,False,False,missing
1195,create,1113,field,False,False,False,False,missing
1195,create,1113,undoscope,False,False,False,False,missing
1195,create,1113,deny,False,False,False,False,denied
1196,create,1120,snapshot,False,False,False,False,incarnation_conflict
1196,create,1120,mapped,False,False,False,False,incarnation_conflict
1196,create,1120,value,False,False,False,False,incarnation_conflict
1196,create,1120,object,False,False,False,False,incarnation_conflict
1196,create,1120,field,False,False,False,False,incarnation_conflict
1196,create,1120,undoscope,False,False,False,False,incarnation_conflict
1196,create,1120,deny,False,False,False,False,denied
1197,create,1121,snapshot,False,False,False,False,incarnation_conflict
1197,create,1121,mapped,False,False,False,False,incarnation_conflict
1197,create,1121,value,False,False,False,False,incarnation_conflict
1197,create,1121,object,False,False,False,False,incarnation_conflict
1197,create,1121,field,False,False,False,False,incarnation_conflict
1197,create,1121,undoscope,False,False,False,False,incarnation_conflict
1197,create,1121,deny,False,False,False,False,denied
1198,create,1122,snapshot,False,False,False,False,incarnation_conflict
1198,create,1122,mapped,False,False,False,False,incarnation_conflict
1198,create,1122,value,False,False,False,False,incarnation_conflict
1198,create,1122,object,False,False,False,False,incarnation_conflict
1198,create,1122,field,False,False,False,False,incarnation_conflict
1198,create,1122,undoscope,False,False,False,False,incarnation_conflict
1198,create,1122,deny,False,False,False,False,denied
1199,create,1123,snapshot,False,False,False,False,missing
1199,create,1123,mapped,False,False,False,False,missing
1199,create,1123,value,False,False,False,False,missing
1199,create,1123,object,False,False,False,False,missing
1199,create,1123,field,False,False,False,False,missing
1199,create,1123,undoscope,False,False,False,False,missing
1199,create,1123,deny,False,False,False,False,denied
1200,create,1130,snapshot,False,False,False,False,missing
1200,create,1130,mapped,False,False,False,False,missing
1200,create,1130,value,False,False,False,False,missing
1200,create,1130,object,False,False,False,False,missing
1200,create,1130,field,False,False,False,False,missing
1200,create,1130,undoscope,False,False,False,False,missing
1200,create,1130,deny,False,False,False,False,denied
1201,create,1131,snapshot,False,False,False,False,missing
1201,create,1131,mapped,False,False,False,False,missing
1201,create,1131,value,False,False,False,False,missing
1201,create,1131,object,False,False,False,False,missing
1201,create,1131,field,False,False,False,False,missing
1201,create,1131,undoscope,False,False,False,False,missing
1201,create,1131,deny,False,False,False,False,denied
1202,create,1132,snapshot,False,False,False,False,incarnation_conflict
1202,create,1132,mapped,False,False,False,False,incarnation_conflict
1202,create,1132,value,False,False,False,False,incarnation_conflict
1202,create,1132,object,False,False,False,False,incarnation_conflict
1202,create,1132,field,False,False,False,False,incarnation_conflict
1202,create,1132,undoscope,False,False,False,False,incarnation_conflict
1202,create,1132,deny,False,False,False,False,denied
1203,create,1133,snapshot,False,False,False,False,missing
1203,create,1133,mapped,False,False,False,False,missing
1203,create,1133,value,False,False,False,False,missing
1203,create,1133,object,False,False,False,False,missing
1203,create,1133,field,False,False,False,False,missing
1203,create,1133,undoscope,False,False,False,False,missing
1203,create,1133,deny,False,False,False,False,denied
1204,create,1200,snapshot,False,False,False,False,incarnation_conflict
1204,create,1200,mapped,False,False,False,False,incarnation_conflict
1204,create,1200,value,False,False,False,False,incarnation_conflict
1204,create,1200,object,False,False,False,False,incarnation_conflict
1204,create,1200,field,False,False,False,False,incarnation_conflict
1204,create,1200,undoscope,False,False,False,False,incarnation_conflict
1204,create,1200,deny,False,False,False,False,denied
1205,create,1201,snapshot,False,False,False,False,incarnation_conflict
1205,create,1201,mapped,False,False,False,False,incarnation_conflict
1205,create,1201,value,False,False,False,False,incarnation_conflict
1205,create,1201,object,False,False,False,False,incarnation_conflict
1205,create,1201,field,False,False,False,False,incarnation_conflict
1205,create,1201,undoscope,False,False,False,False,incarnation_conflict
1205,create,1201,deny,False,False,False,False,denied
1206,create,1202,snapshot,False,False,False,False,incarnation_conflict
1206,create,1202,mapped,False,False,False,False,incarnation_conflict
1206,create,1202,value,False,False,False,False,incarnation_conflict
1206,create,1202,object,False,False,False,False,incarnation_conflict
1206,create,1202,field,False,False,False,False,incarnation_conflict
1206,create,1202,undoscope,False,False,False,False,incarnation_conflict
1206,create,1202,deny,False,False,False,False,denied
1207,create,1203,snapshot,False,False,False,False,missing
1207,create,1203,mapped,False,False,False,False,missing
1207,create,1203,value,False,False,False,False,missing
1207,create,1203,object,False,False,False,False,missing
1207,create,1203,field,False,False,False,False,missing
1207,create,1203,undoscope,False,False,False,False,missing
1207,create,1203,deny,False,False,False,False,denied
1208,create,1210,snapshot,False,False,False,False,incarnation_conflict
1208,create,1210,mapped,False,False,False,False,incarnation_conflict
1208,create,1210,value,False,False,False,False,incarnation_conflict
1208,create,1210,object,False,False,False,False,incarnation_conflict
1208,create,1210,field,False,False,False,False,incarnation_conflict
1208,create,1210,undoscope,False,False,False,False,incarnation_conflict
1208,create,1210,deny,False,False,False,False,denied
1209,create,1211,snapshot,False,False,False,False,incarnation_conflict
1209,create,1211,mapped,False,False,False,False,incarnation_conflict
1209,create,1211,value,False,False,False,False,incarnation_conflict
1209,create,1211,object,False,False,False,False,incarnation_conflict
1209,create,1211,field,False,False,False,False,incarnation_conflict
1209,create,1211,undoscope,False,False,False,False,incarnation_conflict
1209,create,1211,deny,False,False,False,False,denied
1210,create,1212,snapshot,False,False,False,False,incarnation_conflict
1210,create,1212,mapped,False,False,False,False,incarnation_conflict
1210,create,1212,value,False,False,False,False,incarnation_conflict
1210,create,1212,object,False,False,False,False,incarnation_conflict
1210,create,1212,field,False,False,False,False,incarnation_conflict
1210,create,1212,undoscope,False,False,False,False,incarnation_conflict
1210,create,1212,deny,False,False,False,False,denied
1211,create,1213,snapshot,False,False,False,False,missing
1211,create,1213,mapped,False,False,False,False,missing
1211,create,1213,value,False,False,False,False,missing
1211,create,1213,object,False,False,False,False,missing
1211,create,1213,field,False,False,False,False,missing
1211,create,1213,undoscope,False,False,False,False,missing
1211,create,1213,deny,False,False,False,False,denied
1212,create,1220,snapshot,False,False,False,False,incarnation_conflict
1212,create,1220,mapped,False,False,False,False,incarnation_conflict
1212,create,1220,value,False,False,False,False,incarnation_conflict
1212,create,1220,object,False,False,False,False,incarnation_conflict
1212,create,1220,field,False,False,False,False,incarnation_conflict
1212,create,1220,undoscope,False,False,False,False,incarnation_conflict
1212,create,1220,deny,False,False,False,False,denied
1213,create,1221,snapshot,False,False,False,False,incarnation_conflict
1213,create,1221,mapped,False,False,False,False,incarnation_conflict
1213,create,1221,value,False,False,False,False,incarnation_conflict
1213,create,1221,object,False,False,False,False,incarnation_conflict
1213,create,1221,field,False,False,False,False,incarnation_conflict
1213,create,1221,undoscope,False,False,False,False,incarnation_conflict
1213,create,1221,deny,False,False,False,False,denied
1214,create,1222,snapshot,False,False,False,False,incarnation_conflict
1214,create,1222,mapped,False,False,False,False,incarnation_conflict
1214,create,1222,value,False,False,False,False,incarnation_conflict
1214,create,1222,object,False,False,False,False,incarnation_conflict
1214,create,1222,field,False,False,False,False,incarnation_conflict
1214,create,1222,undoscope,False,False,False,False,incarnation_conflict
1214,create,1222,deny,False,False,False,False,denied
1215,create,1223,snapshot,False,False,False,False,missing
1215,create,1223,mapped,False,False,False,False,missing
1215,create,1223,value,False,False,False,False,missing
1215,create,1223,object,False,False,False,False,missing
1215,create,1223,field,False,False,False,False,missing
1215,create,1223,undoscope,False,False,False,False,missing
1215,create,1223,deny,False,False,False,False,denied
1216,create,1230,snapshot,False,False,False,False,missing
1216,create,1230,mapped,False,False,False,False,missing
1216,create,1230,value,False,False,False,False,missing
1216,create,1230,object,False,False,False,False,missing
1216,create,1230,field,False,False,False,False,missing
1216,create,1230,undoscope,False,False,False,False,missing
1216,create,1230,deny,False,False,False,False,denied
1217,create,1231,snapshot,False,False,False,False,missing
1217,create,1231,mapped,False,False,False,False,missing
1217,create,1231,value,False,False,False,False,missing
1217,create,1231,object,False,False,False,False,missing
1217,create,1231,field,False,False,False,False,missing
1217,create,1231,undoscope,False,False,False,False,missing
1217,create,1231,deny,False,False,False,False,denied
1218,create,1232,snapshot,False,False,False,False,incarnation_conflict
1218,create,1232,mapped,False,False,False,False,incarnation_conflict
1218,create,1232,value,False,False,False,False,incarnation_conflict
1218,create,1232,object,False,False,False,False,incarnation_conflict
1218,create,1232,field,False,False,False,False,incarnation_conflict
1218,create,1232,undoscope,False,False,False,False,incarnation_conflict
1218,create,1232,deny,False,False,False,False,denied
1219,create,1233,snapshot,False,False,False,False,missing
1219,create,1233,mapped,False,False,False,False,missing
1219,create,1233,value,False,False,False,False,missing
1219,create,1233,object,False,False,False,False,missing
1219,create,1233,field,False,False,False,False,missing
1219,create,1233,undoscope,False,False,False,False,missing
1219,create,1233,deny,False,False,False,False,denied
1220,create,1300,snapshot,False,False,False,False,missing
1220,create,1300,mapped,False,False,False,False,missing
1220,create,1300,value,False,False,False,False,missing
1220,create,1300,object,False,False,False,False,missing
1220,create,1300,field,False,False,False,False,missing
1220,create,1300,undoscope,False,False,False,False,missing
1220,create,1300,deny,False,False,False,False,denied
1221,create,1301,snapshot,False,False,False,False,missing
1221,create,1301,mapped,False,False,False,False,missing
1221,create,1301,value,False,False,False,False,missing
1221,create,1301,object,False,False,False,False,missing
1221,create,1301,field,False,False,False,False,missing
1221,create,1301,undoscope,False,False,False,False,missing
1221,create,1301,deny,False,False,False,False,denied
1222,create,1302,snapshot,False,False,False,False,incarnation_conflict
1222,create,1302,mapped,False,False,False,False,incarnation_conflict
1222,create,1302,value,False,False,False,False,incarnation_conflict
1222,create,1302,object,False,False,False,False,incarnation_conflict
1222,create,1302,field,False,False,False,False,incarnation_conflict
1222,create,1302,undoscope,False,False,False,False,incarnation_conflict
1222,create,1302,deny,False,False,False,False,denied
1223,create,1303,snapshot,False,False,False,False,missing
1223,create,1303,mapped,False,False,False,False,missing
1223,create,1303,value,False,False,False,False,missing
1223,create,1303,object,False,False,False,False,missing
1223,create,1303,field,False,False,False,False,missing
1223,create,1303,undoscope,False,False,False,False,missing
1223,create,1303,deny,False,False,False,False,denied
1224,create,1310,snapshot,False,False,False,False,missing
1224,create,1310,mapped,False,False,False,False,missing
1224,create,1310,value,False,False,False,False,missing
1224,create,1310,object,False,False,False,False,missing
1224,create,1310,field,False,False,False,False,missing
1224,create,1310,undoscope,False,False,False,False,missing
1224,create,1310,deny,False,False,False,False,denied
1225,create,1311,snapshot,False,False,False,False,missing
1225,create,1311,mapped,False,False,False,False,missing
1225,create,1311,value,False,False,False,False,missing
1225,create,1311,object,False,False,False,False,missing
1225,create,1311,field,False,False,False,False,missing
1225,create,1311,undoscope,False,False,False,False,missing
1225,create,1311,deny,False,False,False,False,denied
1226,create,1312,snapshot,False,False,False,False,incarnation_conflict
1226,create,1312,mapped,False,False,False,False,incarnation_conflict
1226,create,1312,value,False,False,False,False,incarnation_conflict
1226,create,1312,object,False,False,False,False,incarnation_conflict
1226,create,1312,field,False,False,False,False,incarnation_conflict
1226,create,1312,undoscope,False,False,False,False,incarnation_conflict
1226,create,1312,deny,False,False,False,False,denied
1227,create,1313,snapshot,False,False,False,False,missing
1227,create,1313,mapped,False,False,False,False,missing
1227,create,1313,value,False,False,False,False,missing
1227,create,1313,object,False,False,False,False,missing
1227,create,1313,field,False,False,False,False,missing
1227,create,1313,undoscope,False,False,False,False,missing
1227,create,1313,deny,False,False,False,False,denied
1228,create,1320,snapshot,False,False,False,False,incarnation_conflict
1228,create,1320,mapped,False,False,False,False,incarnation_conflict
1228,create,1320,value,False,False,False,False,incarnation_conflict
1228,create,1320,object,False,False,False,False,incarnation_conflict
1228,create,1320,field,False,False,False,False,incarnation_conflict
1228,create,1320,undoscope,False,False,False,False,incarnation_conflict
1228,create,1320,deny,False,False,False,False,denied
1229,create,1321,snapshot,False,False,False,False,incarnation_conflict
1229,create,1321,mapped,False,False,False,False,incarnation_conflict
1229,create,1321,value,False,False,False,False,incarnation_conflict
1229,create,1321,object,False,False,False,False,incarnation_conflict
1229,create,1321,field,False,False,False,False,incarnation_conflict
1229,create,1321,undoscope,False,False,False,False,incarnation_conflict
1229,create,1321,deny,False,False,False,False,denied
1230,create,1322,snapshot,False,False,False,False,incarnation_conflict
1230,create,1322,mapped,False,False,False,False,incarnation_conflict
1230,create,1322,value,False,False,False,False,incarnation_conflict
1230,create,1322,object,False,False,False,False,incarnation_conflict
1230,create,1322,field,False,False,False,False,incarnation_conflict
1230,create,1322,undoscope,False,False,False,False,incarnation_conflict
1230,create,1322,deny,False,False,False,False,denied
1231,create,1323,snapshot,False,False,False,False,missing
1231,create,1323,mapped,False,False,False,False,missing
1231,create,1323,value,False,False,False,False,missing
1231,create,1323,object,False,False,False,False,missing
1231,create,1323,field,False,False,False,False,missing
1231,create,1323,undoscope,False,False,False,False,missing
1231,create,1323,deny,False,False,False,False,denied
1232,create,1330,snapshot,False,False,False,False,missing
1232,create,1330,mapped,False,False,False,False,missing
1232,create,1330,value,False,False,False,False,missing
1232,create,1330,object,False,False,False,False,missing
1232,create,1330,field,False,False,False,False,missing
1232,create,1330,undoscope,False,False,False,False,missing
1232,create,1330,deny,False,False,False,False,denied
1233,create,1331,snapshot,False,False,False,False,missing
1233,create,1331,mapped,False,False,False,False,missing
1233,create,1331,value,False,False,False,False,missing
1233,create,1331,object,False,False,False,False,missing
1233,create,1331,field,False,False,False,False,missing
1233,create,1331,undoscope,False,False,False,False,missing
1233,create,1331,deny,False,False,False,False,denied
1234,create,1332,snapshot,False,False,False,False,incarnation_conflict
1234,create,1332,mapped,False,False,False,False,incarnation_conflict
1234,create,1332,value,False,False,False,False,incarnation_conflict
1234,create,1332,object,False,False,False,False,incarnation_conflict
1234,create,1332,field,False,False,False,False,incarnation_conflict
1234,create,1332,undoscope,False,False,False,False,incarnation_conflict
1234,create,1332,deny,False,False,False,False,denied
1235,create,1333,snapshot,False,False,False,False,missing
1235,create,1333,mapped,False,False,False,False,missing
1235,create,1333,value,False,False,False,False,missing
1235,create,1333,object,False,False,False,False,missing
1235,create,1333,field,False,False,False,False,missing
1235,create,1333,undoscope,False,False,False,False,missing
1235,create,1333,deny,False,False,False,False,denied
1236,create,2000,snapshot,False,False,False,False,incarnation_conflict
1236,create,2000,mapped,False,False,False,False,incarnation_conflict
1236,create,2000,value,False,False,False,False,incarnation_conflict
1236,create,2000,object,False,False,False,False,incarnation_conflict
1236,create,2000,field,False,False,False,False,incarnation_conflict
1236,create,2000,undoscope,False,False,False,False,incarnation_conflict
1236,create,2000,deny,False,False,False,False,denied
1237,create,2001,snapshot,False,False,False,False,incarnation_conflict
1237,create,2001,mapped,False,False,False,False,incarnation_conflict
1237,create,2001,value,False,False,False,False,incarnation_conflict
1237,create,2001,object,False,False,False,False,incarnation_conflict
1237,create,2001,field,False,False,False,False,incarnation_conflict
1237,create,2001,undoscope,False,False,False,False,incarnation_conflict
1237,create,2001,deny,False,False,False,False,denied
1238,create,2002,snapshot,False,False,False,False,incarnation_conflict
1238,create,2002,mapped,False,False,False,False,incarnation_conflict
1238,create,2002,value,False,False,False,False,incarnation_conflict
1238,create,2002,object,False,False,False,False,incarnation_conflict
1238,create,2002,field,False,False,False,False,incarnation_conflict
1238,create,2002,undoscope,False,False,False,False,incarnation_conflict
1238,create,2002,deny,False,False,False,False,denied
1239,create,2003,snapshot,False,False,False,False,missing
1239,create,2003,mapped,False,False,False,False,missing
1239,create,2003,value,False,False,False,False,missing
1239,create,2003,object,False,False,False,False,missing
1239,create,2003,field,False,False,False,False,missing
1239,create,2003,undoscope,False,False,False,False,missing
1239,create,2003,deny,False,False,False,False,denied
1240,create,2010,snapshot,False,False,False,False,incarnation_conflict
1240,create,2010,mapped,False,False,False,False,incarnation_conflict
1240,create,2010,value,False,False,False,False,incarnation_conflict
1240,create,2010,object,False,False,False,False,incarnation_conflict
1240,create,2010,field,False,False,False,False,incarnation_conflict
1240,create,2010,undoscope,False,False,False,False,incarnation_conflict
1240,create,2010,deny,False,False,False,False,denied
1241,create,2011,snapshot,False,False,False,False,incarnation_conflict
1241,create,2011,mapped,False,False,False,False,incarnation_conflict
1241,create,2011,value,False,False,False,False,incarnation_conflict
1241,create,2011,object,False,False,False,False,incarnation_conflict
1241,create,2011,field,False,False,False,False,incarnation_conflict
1241,create,2011,undoscope,False,False,False,False,incarnation_conflict
1241,create,2011,deny,False,False,False,False,denied
1242,create,2012,snapshot,False,False,False,False,incarnation_conflict
1242,create,2012,mapped,False,False,False,False,incarnation_conflict
1242,create,2012,value,False,False,False,False,incarnation_conflict
1242,create,2012,object,False,False,False,False,incarnation_conflict
1242,create,2012,field,False,False,False,False,incarnation_conflict
1242,create,2012,undoscope,False,False,False,False,incarnation_conflict
1242,create,2012,deny,False,False,False,False,denied
1243,create,2013,snapshot,False,False,False,False,missing
1243,create,2013,mapped,False,False,False,False,missing
1243,create,2013,value,False,False,False,False,missing
1243,create,2013,object,False,False,False,False,missing
1243,create,2013,field,False,False,False,False,missing
1243,create,2013,undoscope,False,False,False,False,missing
1243,create,2013,deny,False,False,False,False,denied
1244,create,2020,snapshot,False,False,False,False,incarnation_conflict
1244,create,2020,mapped,False,False,False,False,incarnation_conflict
1244,create,2020,value,False,False,False,False,incarnation_conflict
1244,create,2020,object,False,False,False,False,incarnation_conflict
1244,create,2020,field,False,False,False,False,incarnation_conflict
1244,create,2020,undoscope,False,False,False,False,incarnation_conflict
1244,create,2020,deny,False,False,False,False,denied
1245,create,2021,snapshot,False,False,False,False,incarnation_conflict
1245,create,2021,mapped,False,False,False,False,incarnation_conflict
1245,create,2021,value,False,False,False,False,incarnation_conflict
1245,create,2021,object,False,False,False,False,incarnation_conflict
1245,create,2021,field,False,False,False,False,incarnation_conflict
1245,create,2021,undoscope,False,False,False,False,incarnation_conflict
1245,create,2021,deny,False,False,False,False,denied
1246,create,2022,snapshot,False,False,False,False,incarnation_conflict
1246,create,2022,mapped,False,False,False,False,incarnation_conflict
1246,create,2022,value,False,False,False,False,incarnation_conflict
1246,create,2022,object,False,False,False,False,incarnation_conflict
1246,create,2022,field,False,False,False,False,incarnation_conflict
1246,create,2022,undoscope,False,False,False,False,incarnation_conflict
1246,create,2022,deny,False,False,False,False,denied
1247,create,2023,snapshot,False,False,False,False,missing
1247,create,2023,mapped,False,False,False,False,missing
1247,create,2023,value,False,False,False,False,missing
1247,create,2023,object,False,False,False,False,missing
1247,create,2023,field,False,False,False,False,missing
1247,create,2023,undoscope,False,False,False,False,missing
1247,create,2023,deny,False,False,False,False,denied
1248,create,2030,snapshot,False,False,False,False,missing
1248,create,2030,mapped,False,False,False,False,missing
1248,create,2030,value,False,False,False,False,missing
1248,create,2030,object,False,False,False,False,missing
1248,create,2030,field,False,False,False,False,missing
1248,create,2030,undoscope,False,False,False,False,missing
1248,create,2030,deny,False,False,False,False,denied
